Date,Home Team,Home Points,Away Team,Away Points
2024-12-21,Bradley,92,Canisius,59
2024-12-21,Troy,77,Georgia St.,57
2024-12-21,Ball St.,80,Evansville,43
2024-12-21,Eastern Ky.,80,Jacksonville St.,91
2024-12-21,South Alabama,77,James Madison,49
2024-12-21,Liberty,79,UT Arlington,56
2024-12-21,Minnesota,74,FDU,60
2024-12-21,UMass Lowell,83,Boston U.,71
2024-12-21,CSUN,81,Chicago St.,57
2024-12-21,Duquesne,70,UC Irvine,54
2024-12-21,Wagner,83,Penn St.-Fayette,52
2024-12-21,Clemson,73,Wake Forest,62
2024-12-21,Arkansas,95,N.C. A&T,67
2024-12-21,UTRGV,106,Biblical Stud. (TX),56
2024-12-21,Western Ky.,91,Ky. Wesleyan,71
2024-12-21,UNLV,66,UC Riverside,53
2024-12-21,Tulsa,93,Mississippi Val.,48
2024-12-21,Colorado,79,Bellarmine,55
2024-12-21,South Fla.,88,East Texas A&M,62
2024-12-21,Harvard,63,Furman,77
2024-12-21,Southern Miss.,68,Marshall,66
2024-12-21,Pepperdine,85,UC Davis,46
2024-12-21,Arkansas St.,97,Coastal Carolina,67
2024-12-21,Vanderbilt,85,Austin Peay,55
2024-12-21,UCLA,74,North Carolina,76
2024-12-21,East Carolina,79,Gardner-Webb,84
2024-12-21,ULM,75,Old Dominion,80
2024-12-21,Texas St.,83,Ga. Southern,61
2024-12-21,Morehead St.,74,Tennessee St.,68
2024-12-21,Boise St.,77,Air Force,59
2024-12-21,Portland,74,Lafayette,64
2024-12-21,Massachusetts,62,Arizona St.,78
2024-12-21,Louisiana Tech,108,Rust,60
2024-12-21,Alabama A&M,90,Samford,97
2024-12-21,Abilene Christian,69,Texas Southern,65
2024-12-21,Pacific,72,Idaho,95
2024-12-21,Southern Utah,75,Northern Ariz.,83
2024-12-21,Northwestern,84,DePaul,64
2024-12-21,Arizona,94,Central Mich.,41
2024-12-21,Creighton,86,Villanova,79
2024-12-21,UNI,68,Washington St.,76
2024-12-21,Southern Ind.,46,UT Martin,77
2024-12-21,Lindenwood,71,Western Ill.,65
2024-12-21,Auburn,87,Purdue,69
2024-12-21,Southeast Mo. St.,80,SIUE,64
2024-12-21,Eastern Wash.,107,Lincoln (CA),63
2024-12-21,Nevada,64,Colorado St.,66
2024-12-21,Tarleton St.,100,Howard Payne,83
2024-12-21,Davidson,76,Bethune-Cookman,63
2024-12-21,Denver,75,Northern Colo.,82
2024-12-21,Santa Clara,98,South Dakota,81
2024-12-21,Ole Miss,80,Queens (NC),62
2024-12-21,Fresno St.,69,California Baptist,86
2024-12-21,Ohio St.,85,Kentucky,65
2024-12-21,Drake,72,Green Bay,62
2024-12-21,UCF,86,Jacksonville,66
2024-12-21,FIU,75,IU Indy,69
2024-12-21,Iowa,95,Utah,88
2024-12-21,Richmond,78,VMI,71
2024-12-21,San Francisco,71,Montana,67
2024-12-21,Rhode Island,85,Temple,79
2024-12-21,Jackson St.,50,Akron,68
2024-12-21,Wichita St.,84,Kansas St.,65
2024-12-21,Elon,73,UNC Greensboro,69
2024-12-21,Stanford,61,Oregon,76
2024-12-21,Omaha,86,Cal Poly,82
2024-12-21,Gonzaga,86,Bucknell,65
2024-12-21,Weber St.,62,Utah Valley,64
2024-12-21,San Diego,71,UC San Diego,77
2024-12-21,UTEP,75,Yale,74
2024-12-21,CSU Bakersfield,58,Portland St.,59
2024-12-21,California,50,San Diego St.,71
2024-12-21,San Jose St.,89,Kennesaw St.,65
2024-12-22,Cornell,77,Illinois St.,80
2024-12-22,George Washington,102,UVA Wise,62
2024-12-22,Cleveland St.,116,Midway,60
2024-12-22,Colgate,73,Iona,79
2024-12-22,Alabama,81,Kent St.,54
2024-12-22,Iowa St.,99,Morgan St.,72
2024-12-22,Michigan,89,Purdue Fort Wayne,58
2024-12-22,Miami (OH),94,Sacred Heart,76
2024-12-22,Stonehill,90,New Hampshire,83
2024-12-22,Oklahoma,89,Central Ark.,66
2024-12-22,Missouri,77,Illinois,80
2024-12-22,Army West Point,68,Binghamton,78
2024-12-22,FGCU,79,Florida Tech,62
2024-12-22,Towson,70,Bryant,65
2024-12-22,West Virginia,67,Mercyhurst,46
2024-12-22,Virginia,63,American,58
2024-12-22,Wisconsin,76,Detroit Mercy,53
2024-12-22,TCU,82,Montana St.,48
2024-12-22,South Carolina,74,Radford,48
2024-12-22,Missouri St.,68,UC Santa Barbara,56
2024-12-22,George Mason,85,Penn,53
2024-12-22,VCU,90,William & Mary,70
2024-12-22,Valparaiso,107,Calumet Col.,57
2024-12-22,Stetson,103,Fort Lauderdale,77
2024-12-22,Louisiana,56,McNeese,64
2024-12-22,Col. of Charleston,65,Oregon St.,74
2024-12-22,Oklahoma St.,86,Oral Roberts,74
2024-12-22,Milwaukee,92,North Central (IL),57
2024-12-22,Kansas,87,Brown,53
2024-12-22,Rice,64,Prairie View,46
2024-12-22,UAB,91,Alcorn,74
2024-12-22,LSU,86,New Orleans,70
2024-12-22,North Texas,62,Houston Christian,46
2024-12-22,Georgia,81,Charleston So.,65
2024-12-22,Grand Canyon,73,Saint Louis,72
2024-12-22,NC State,89,Rider,63
2024-12-22,Sacramento St.,98,Stanislaus St.,47
2024-12-22,Southern California,82,Southern U.,51
2024-12-22,Cincinnati,84,Grambling,49
2024-12-22,Long Beach St.,83,La Sierra,57
2024-12-22,Cal St. Fullerton,69,Wyoming,73
2024-12-22,Oakland,72,Loyola Chicago,71
2024-12-22,Notre Dame,91,Le Moyne,62
2024-12-22,LMU (CA),85,North Ala.,69
2024-12-22,Seton Hall,60,Georgetown,61
2024-12-22,Saint Mary's (CA),68,Utah St.,75
2024-12-22,Murray St.,49,Nebraska,66
2024-12-22,Hawaii,78,Charlotte,61
2024-12-23,Wagner,120,Penn St.-Scranton,30
2024-12-23,Bowling Green,87,Aquinas,62
2024-12-23,Loyola Chicago,68,Col. of Charleston,77
2024-12-23,Tennessee,82,Middle Tenn.,64
2024-12-23,North Dakota St.,94,CSU Bakersfield,60
2024-12-23,Oakland,74,Oregon St.,80
2024-12-23,Washington,70,Seattle U,79
2024-12-23,Hawaii,55,Nebraska,69
2024-12-24,Charlotte,94,Murray St.,90
2024-12-25,Murray St.,71,Loyola Chicago,68
2024-12-25,Charlotte,81,Col. of Charleston,84
2024-12-25,Hawaii,73,Oakland,70
2024-12-25,Nebraska,78,Oregon St.,66
2024-12-27,Baylor,107,Arlington Baptist,53
2024-12-27,Duquesne,93,Cleary,45
2024-12-28,Morehead St.,94,Alice Lloyd,63
2024-12-28,Georgetown,83,Coppin St.,53
2024-12-28,Louisville,78,Eastern Ky.,76
2024-12-28,Maryland,81,UMES,66
2024-12-28,Charleston So.,95,Columbia Int'l,89
2024-12-28,Saint Joseph's,76,Delaware St.,58
2024-12-28,Georgia St.,68,Mercer,71
2024-12-28,DePaul,84,Loyola Maryland,65
2024-12-28,Memphis,87,Ole Miss,70
2024-12-28,Georgia Tech,92,Alabama A&M,49
2024-12-28,Wofford,100,Ky. Christian,55
2024-12-28,UNCW,99,Spartanburg Meth.,47
2024-12-28,Syracuse,75,Bucknell,63
2024-12-28,N.C. A&T,85,N.C. Central,72
2024-12-28,Davidson,86,Eastern Mich.,64
2024-12-28,George Mason,64,Mount St. Mary's,56
2024-12-28,Eastern Ill.,99,Blackburn,55
2024-12-28,South Fla.,106,Webber Int'l,49
2024-12-28,Colorado St.,68,New Mexico,76
2024-12-28,Sam Houston,111,Dallas,65
2024-12-28,Boston College,78,FDU,70
2024-12-28,Texas A&M,92,Abilene Christian,54
2024-12-28,Columbia,85,Fairfield,72
2024-12-28,Hampton,83,Howard,67
2024-12-28,UCLA,65,Gonzaga,62
2024-12-28,Wyoming,66,Nevada,63
2024-12-28,Old Dominion,82,Va. Wesleyan,44
2024-12-28,UNC Greensboro,105,Virginia-Lynchburg,50
2024-12-28,Utah Valley,119,Bethesda (CA),59
2024-12-28,Tulsa,96,Southwestern Christ.,63
2024-12-28,McNeese,86,New Orleans,61
2024-12-28,San Jose St.,71,Boise St.,73
2024-12-28,Cal St. Fullerton,93,Nobel,60
2024-12-28,Richmond,57,FGCU,75
2024-12-28,San Diego St.,66,Utah St.,67
2024-12-28,St. John's (NY),97,Delaware,76
2024-12-28,New Mexico St.,85,Southwest (NM),52
2024-12-28,San Diego,55,Grand Canyon,68
2024-12-28,UC San Diego,109,Occidental,51
2024-12-28,Santa Clara,91,Pepperdine,80
2024-12-28,Elon,73,Marshall,59
2024-12-28,UC Davis,109,Cal Maritime,46
2024-12-28,UC Santa Barbara,89,Westcliff,72
2024-12-28,Texas Southern,103,Biblical Stud. (TX),68
2024-12-28,California Baptist,79,Jackson St.,73
2024-12-28,Saint Mary's (CA),70,Pacific,60
2024-12-28,Saint Louis,78,William Woods,57
2024-12-28,Omaha,81,Mt. Marty,51
2024-12-28,Portland,73,Washington St.,89
2024-12-28,CSUN,87,La Sierra,52
2024-12-28,UTEP,79,Northern N.M.,60
2024-12-28,San Francisco,70,LMU (CA),55
2024-12-28,UNLV,87,Fresno St.,77
2024-12-29,Ohio St.,103,Indiana St.,83
2024-12-29,Texas,77,Northwestern St.,53
2024-12-29,Iona,61,Harvard,67
2024-12-29,William & Mary,82,Navy,76
2024-12-29,Central Conn. St.,100,JWU (Providence),51
2024-12-29,Lafayette,65,Stonehill,70
2024-12-29,Florida,85,Stetson,45
2024-12-29,Penn St.,86,Penn,66
2024-12-29,Quinnipiac,75,Hofstra,69
2024-12-29,Northwestern,85,Northeastern,60
2024-12-29,Holy Cross,82,Regis (MA),46
2024-12-29,Green Bay,67,Purdue Fort Wayne,83
2024-12-29,Milwaukee,88,IU Indy,81
2024-12-29,Minnesota,90,Morgan St.,68
2024-12-29,UAlbany,77,Stony Brook,70
2024-12-29,Marist,69,Binghamton,51
2024-12-29,Maine,56,Boston U.,59
2024-12-29,Youngstown St.,73,Detroit Mercy,64
2024-12-29,Georgia,79,South Carolina St.,72
2024-12-29,Sacred Heart,100,Manhattanville,60
2024-12-29,Kennesaw St.,112,Brewton-Parker,77
2024-12-29,High Point,74,Norfolk St.,77
2024-12-29,Niagara,88,Le Moyne,69
2024-12-29,SMU,98,Longwood,82
2024-12-29,UNI,78,Southern Ill.,67
2024-12-29,Illinois,117,Chicago St.,64
2024-12-29,Tennessee Tech,95,Milligan,75
2024-12-29,Oklahoma,89,Prairie View,67
2024-12-29,Robert Morris,97,Northern Ky.,93
2024-12-29,North Dakota,97,Waldorf,57
2024-12-29,Cleveland St.,78,Wright St.,64
2024-12-29,Alabama,105,South Dakota St.,82
2024-12-29,Army West Point,78,UTSA,75
2024-12-29,Drake,65,Belmont,46
2024-12-29,Washington,90,NJIT,53
2024-12-29,Temple,91,Buffalo,71
2024-12-29,Southeast Mo. St.,88,Westminster (MO),39
2024-12-29,Kent St.,84,Heidelberg,80
2024-12-29,Coastal Carolina,75,Warner,53
2024-12-29,Lehigh,87,Neumann,67
2024-12-29,Evansville,57,Missouri St.,40
2024-12-29,American,93,UMBC,96
2024-12-29,Bradley,81,Valparaiso,75
2024-12-29,Indiana,77,Winthrop,68
2024-12-29,A&M-Corpus Christi,103,Schreiner,44
2024-12-29,James Madison,96,Midway,64
2024-12-29,Texas St.,72,UT Arlington,80
2024-12-29,UC Riverside,81,St. Thomas (MN),79
2024-12-29,Tarleton St.,70,Florida A&M,60
2024-12-29,Central Ark.,87,Southwestern Christ.,69
2024-12-29,Illinois St.,67,UIC,73
2024-12-29,Lipscomb,112,Asbury,54
2024-12-29,Austin Peay,93,Brescia,46
2024-12-29,Oregon,89,Weber St.,49
2024-12-29,Wichita St.,87,Friends,72
2024-12-29,Purdue,83,Toledo,64
2024-12-29,UIW,99,Texas Lutheran,48
2024-12-29,LSU,110,Mississippi Val.,45
2024-12-29,North Carolina,97,Campbell,81
2024-12-29,Michigan,112,Western Ky.,64
2024-12-30,FIU,80,Utah Tech,66
2024-12-30,Princeton,76,Akron,75
2024-12-30,Grambling,100,Biblical Stud. (TX),55
2024-12-30,Central Mich.,85,Cleary,39
2024-12-30,UMass Lowell,101,Emerson,39
2024-12-30,Michigan St.,80,Western Mich.,62
2024-12-30,Sacramento St.,78,Bethesda (CA),38
2024-12-30,Cornell,77,Siena,83
2024-12-30,Rutgers,91,Columbia,64
2024-12-30,UNC Asheville,95,Columbia Int'l,53
2024-12-30,Auburn,87,Monmouth,58
2024-12-30,South Carolina,69,Presbyterian,59
2024-12-30,Lamar University,82,TAMU-San Antonio,65
2024-12-30,NIU,117,East-West U.,50
2024-12-30,Ohio,103,Muskingum,52
2024-12-30,Kansas St.,70,Cincinnati,67
2024-12-30,McNeese,79,Southeastern La.,51
2024-12-30,Vermont,121,Elms,37
2024-12-30,Iowa,112,New Hampshire,70
2024-12-30,Miami (OH),141,Defiance,58
2024-12-30,Missouri,82,Alabama St.,65
2024-12-30,UTRGV,88,Dallas Christian,44
2024-12-30,Vanderbilt,100,New Orleans,56
2024-12-30,Grand Canyon,112,Bryant,66
2024-12-30,South Alabama,106,Mobile,41
2024-12-30,Arkansas,92,Oakland,62
2024-12-30,Oklahoma St.,47,Houston,60
2024-12-30,Southern Miss.,80,William Carey,70
2024-12-30,Arizona,90,TCU,81
2024-12-30,Northern Ariz.,110,Benedictine Mesa,74
2024-12-30,Jacksonville St.,111,Fort Valley St.,70
2024-12-30,Oral Roberts,92,Tex. A&M-Texarkana,54
2024-12-30,Eastern Wash.,89,Eastern Ore.,63
2024-12-30,Mississippi St.,87,Bethune-Cookman,73
2024-12-30,Colorado,69,Iowa St.,79
2024-12-30,Nebraska,77,Southern U.,43
2024-12-30,Washington St.,73,LMU (CA),59
2024-12-30,Oregon St.,89,Portland,79
2024-12-30,California Baptist,63,UC Irvine,71
2024-12-30,Pepperdine,82,Gonzaga,89
2024-12-30,San Francisco,97,Santa Clara,94
2024-12-30,San Diego,75,Pacific,65
2024-12-30,Seattle U,69,Nicholls,71
2024-12-31,Virginia,70,NC State,67
2024-12-31,Kansas,61,West Virginia,62
2024-12-31,Ball St.,89,Anderson (IN),76
2024-12-31,Fordham,63,Saint Louis,88
2024-12-31,Xavier,94,Seton Hall,72
2024-12-31,St. Bonaventure,77,VCU,75
2024-12-31,Baylor,81,Utah,56
2024-12-31,George Mason,69,Davidson,57
2024-12-31,Syracuse,71,Wake Forest,81
2024-12-31,Duquesne,67,Rhode Island,55
2024-12-31,Dayton,84,La Salle,70
2024-12-31,Texas Tech,83,UCF,87
2024-12-31,Charlotte,68,Tulane,83
2024-12-31,Saint Joseph's,81,Massachusetts,72
2024-12-31,Kentucky,88,Brown,54
2024-12-31,Georgia Tech,86,Notre Dame,75
2024-12-31,N.C. Central,121,St. Andrews,61
2024-12-31,Tennessee,67,Norfolk St.,52
2024-12-31,South Fla.,75,East Carolina,69
2024-12-31,Air Force,58,UNLV,77
2024-12-31,Richmond,66,George Washington,61
2024-12-31,Abilene Christian,57,SFA,62
2024-12-31,BYU,76,Arizona St.,56
2024-12-31,Creighton,57,St. John's (NY),56
2024-12-31,North Texas,78,UAB,75
2024-12-31,Duke,88,Virginia Tech,65
2024-12-31,Portland St.,96,Walla Walla,39
2024-12-31,San Jose St.,50,Colorado St.,72
2024-12-31,Providence,50,Marquette,78
2024-12-31,Fresno St.,89,New Mexico,103
2024-12-31,Southern Ind.,68,Morehead St.,70
2024-12-31,Wyoming,58,Boise St.,67
2024-12-31,Nevada,64,Utah St.,69
2025-01-01,Northern Ky.,69,Purdue Fort Wayne,68
2025-01-01,Boston College,78,Miami (FL),68
2025-01-01,ETSU,84,VMI,69
2025-01-01,IU Indy,61,Youngstown St.,77
2025-01-01,Wofford,66,UNC Greensboro,68
2025-01-01,Western Caro.,61,Furman,90
2025-01-01,Yale,93,Howard,65
2025-01-01,DePaul,68,UConn,81
2025-01-01,Pittsburgh,86,California,74
2025-01-01,Southern Ill.,53,Evansville,68
2025-01-01,UIC,74,Drake,70
2025-01-01,Mercer,99,Chattanooga,94
2025-01-01,Tulsa,64,Rice,70
2025-01-01,Clemson,85,Stanford,71
2025-01-01,Louisville,83,North Carolina,70
2025-01-01,Dartmouth,108,Colby-Sawyer,55
2025-01-01,Butler,65,Villanova,73
2025-01-01,Indiana St.,89,Bradley,90
2025-01-01,Samford,86,The Citadel,56
2025-01-01,Missouri St.,72,Valparaiso,73
2025-01-01,UNI,76,Belmont,70
2025-01-02,Charleston So.,72,Gardner-Webb,63
2025-01-02,Presbyterian,68,Longwood,60
2025-01-02,North Florida,89,Austin Peay,97
2025-01-02,Winthrop,95,USC Upstate,76
2025-01-02,Holy Cross,74,Loyola Maryland,72
2025-01-02,App State,61,Troy,69
2025-01-02,Col. of Charleston,94,Hampton,67
2025-01-02,Marshall,77,Texas St.,71
2025-01-02,Wright St.,74,Green Bay,51
2025-01-02,Georgia St.,51,South Alabama,77
2025-01-02,N.C. A&T,67,Elon,75
2025-01-02,Ga. Southern,90,ULM,82
2025-01-02,Oakland,65,Milwaukee,49
2025-01-02,Navy,81,American,58
2025-01-02,Northeastern,80,Delaware,77
2025-01-02,UNCW,61,Towson,65
2025-01-02,Old Dominion,59,Arkansas St.,78
2025-01-02,West Ga.,68,FGCU,79
2025-01-02,Hofstra,56,William & Mary,74
2025-01-02,Liberty,70,Western Ky.,71
2025-01-02,James Madison,83,Southern Miss.,72
2025-01-02,Colgate,71,Army West Point,59
2025-01-02,Fla. Atlantic,62,Memphis,90
2025-01-02,Penn St.,84,Northwestern,80
2025-01-02,Detroit Mercy,78,Robert Morris,76
2025-01-02,Coastal Carolina,68,Louisiana,71
2025-01-02,Monmouth,78,Stony Brook,56
2025-01-02,Lehigh,66,Bucknell,64
2025-01-02,Campbell,57,Drexel,54
2025-01-02,Lafayette,60,Boston U.,46
2025-01-02,Queens (NC),96,Stetson,87
2025-01-02,FIU,69,Middle Tenn.,73
2025-01-02,North Ala.,82,Bellarmine,66
2025-01-02,Jacksonville,65,Lipscomb,70
2025-01-02,High Point,76,Radford,58
2025-01-02,Cal Poly,89,UC Irvine,98
2025-01-02,Northern Ariz.,67,Idaho St.,72
2025-01-02,Kansas City,68,South Dakota,54
2025-01-02,North Dakota,85,Omaha,95
2025-01-02,Murray St.,68,Illinois St.,74
2025-01-02,North Dakota St.,85,St. Thomas (MN),89
2025-01-02,Minnesota,61,Purdue,81
2025-01-02,Northern Colo.,89,Weber St.,72
2025-01-02,Tennessee Tech,68,Southern Ind.,64
2025-01-02,Eastern Ill.,78,Lindenwood,74
2025-01-02,Indiana,84,Rutgers,74
2025-01-02,UT Martin,56,Little Rock,57
2025-01-02,Tennessee St.,65,Southeast Mo. St.,67
2025-01-02,Central Ark.,83,Eastern Ky.,89
2025-01-02,Gonzaga,81,Portland,50
2025-01-02,SIUE,77,Western Ill.,66
2025-01-02,South Dakota St.,91,Denver,70
2025-01-02,Eastern Wash.,81,Montana,92
2025-01-02,New Mexico St.,75,Sam Houston,71
2025-01-02,UTEP,70,Louisiana Tech,60
2025-01-02,Idaho,69,Montana St.,64
2025-01-02,CSU Bakersfield,75,UC Davis,64
2025-01-02,Washington,75,Maryland,69
2025-01-02,Long Beach St.,60,UC Riverside,76
2025-01-02,San Diego,80,Santa Clara,81
2025-01-02,Cal St. Fullerton,65,CSUN,95
2025-01-02,Oregon,77,Illinois,109
2025-01-02,LMU (CA),82,Oregon St.,61
2025-01-02,Pacific,81,San Francisco,89
2025-01-02,Saint Mary's (CA),71,Pepperdine,41
2025-01-03,Hawaii,61,UC Santa Barbara,64
2025-01-03,Merrimack,67,Fairfield,54
2025-01-03,Bowling Green,68,Akron,71
2025-01-03,LIU,78,Le Moyne,62
2025-01-03,Iona,65,Marist,70
2025-01-03,Saint Francis,59,Central Conn. St.,74
2025-01-03,Mercyhurst,76,Stonehill,69
2025-01-03,Wagner,52,Chicago St.,64
2025-01-03,Siena,103,Manhattan,95
2025-01-03,Saint Peter's,46,Quinnipiac,59
2025-01-03,Temple,91,Wichita St.,85
2025-01-03,Wisconsin,116,Iowa,85
2025-01-03,Ohio St.,62,Michigan St.,69
2025-01-03,Georgetown,69,Xavier,63
2025-01-03,Marquette,79,Creighton,71
2025-01-03,Saint Louis,73,Saint Joseph's,57
2025-01-03,New Mexico,82,Nevada,81
2025-01-04,Kentucky,106,Florida,100
2025-01-04,Princeton,92,Kean,71
2025-01-04,Ole Miss,63,Georgia,51
2025-01-04,Northeastern,37,Hofstra,55
2025-01-04,Villanova,100,DePaul,56
2025-01-04,Western Mich.,70,Toledo,76
2025-01-04,Georgia Tech,85,Boston College,64
2025-01-04,George Washington,82,Dayton,62
2025-01-04,Stony Brook,76,William & Mary,83
2025-01-04,Wake Forest,77,NC State,59
2025-01-04,Notre Dame,73,North Carolina,74
2025-01-04,West Virginia,69,Oklahoma St.,50
2025-01-04,Massachusetts,64,Richmond,72
2025-01-04,New Hampshire,40,Vermont,60
2025-01-04,Queens (NC),92,FGCU,83
2025-01-04,Miami (OH),93,Buffalo,79
2025-01-04,Detroit Mercy,56,Milwaukee,64
2025-01-04,Kent St.,67,Ball St.,75
2025-01-04,Tennessee,76,Arkansas,52
2025-01-04,App State,72,Texas St.,61
2025-01-04,The Citadel,68,Chattanooga,81
2025-01-04,Northern Ky.,78,Green Bay,60
2025-01-04,West Ga.,62,Stetson,78
2025-01-04,Houston,86,BYU,55
2025-01-04,Central Ark.,71,Bellarmine,65
2025-01-04,Davidson,77,Duquesne,71
2025-01-04,Gardner-Webb,63,Presbyterian,61
2025-01-04,NJIT,107,Medgar Evers,51
2025-01-04,St. John's (NY),70,Butler,62
2025-01-04,Rice,68,Charlotte,55
2025-01-04,Rhode Island,62,George Mason,59
2025-01-04,UNC Asheville,103,High Point,99
2025-01-04,Nebraska,66,UCLA,58
2025-01-04,FIU,85,Western Ky.,66
2025-01-04,UAB,83,Tulsa,51
2025-01-04,N.C. A&T,59,Drexel,68
2025-01-04,Iowa St.,74,Baylor,55
2025-01-04,Eastern Mich.,75,NIU,71
2025-01-04,Binghamton,87,UMBC,82
2025-01-04,North Florida,64,Lipscomb,96
2025-01-04,Mississippi St.,85,South Carolina,50
2025-01-04,Coastal Carolina,70,ULM,51
2025-01-04,Bryant,81,Maine,55
2025-01-04,North Dakota,80,St. Thomas (MN),88
2025-01-04,Col. of Charleston,77,Towson,69
2025-01-04,North Dakota St.,80,Omaha,85
2025-01-04,Virginia Tech,86,Miami (FL),85
2025-01-04,Evansville,62,Indiana St.,66
2025-01-04,Fordham,66,St. Bonaventure,86
2025-01-04,Loyola Chicago,65,VCU,84
2025-01-04,SMU,62,Duke,89
2025-01-04,Cincinnati,67,Arizona,72
2025-01-04,Western Caro.,69,Samford,88
2025-01-04,Oakland,71,Robert Morris,79
2025-01-04,Cleveland St.,67,IU Indy,61
2025-01-04,Jacksonville,68,Austin Peay,44
2025-01-04,Alcorn,69,Jackson St.,72
2025-01-04,Ga. Southern,47,South Alabama,76
2025-01-04,East Texas A&M,56,McNeese,75
2025-01-04,Norfolk St.,81,UMES,59
2025-01-04,Northern Ariz.,80,Weber St.,77
2025-01-04,Alabama St.,84,Mississippi Val.,55
2025-01-04,New Mexico St.,78,Louisiana Tech,48
2025-01-04,Marshall,57,Troy,58
2025-01-04,Valparaiso,80,UNI,73
2025-01-04,TCU,63,Kansas St.,62
2025-01-04,Auburn,84,Missouri,68
2025-01-04,Utah Valley,64,Abilene Christian,53
2025-01-04,Delaware,84,Monmouth,64
2025-01-04,Virginia,50,Louisville,70
2025-01-04,Morgan St.,72,South Carolina St.,86
2025-01-04,Boise St.,68,San Diego St.,76
2025-01-04,Old Dominion,74,Southern Miss.,71
2025-01-04,ETSU,78,Wofford,81
2025-01-04,UAlbany,69,UMass Lowell,73
2025-01-04,James Madison,67,Arkansas St.,62
2025-01-04,Tennessee Tech,74,Morehead St.,55
2025-01-04,Sacramento St.,56,Portland St.,53
2025-01-04,Northern Colo.,93,Idaho St.,92
2025-01-04,UNC Greensboro,84,Furman,67
2025-01-04,Southeastern La.,71,A&M-Corpus Christi,80
2025-01-04,Radford,87,Winthrop,67
2025-01-04,Coppin St.,63,N.C. Central,61
2025-01-04,Tennessee St.,95,Little Rock,86
2025-01-04,Northwestern St.,68,Nicholls,66
2025-01-04,VMI,67,Mercer,70
2025-01-04,SIUE,58,Lindenwood,47
2025-01-04,Eastern Ill.,67,Western Ill.,75
2025-01-04,LSU,72,Vanderbilt,80
2025-01-04,UT Martin,66,Southeast Mo. St.,63
2025-01-04,Eastern Wash.,68,Montana St.,63
2025-01-04,Alabama A&M,89,Ark.-Pine Bluff,79
2025-01-04,Belmont,92,UIC,87
2025-01-04,Idaho,71,Montana,73
2025-01-04,Kennesaw St.,83,Jacksonville St.,71
2025-01-04,North Ala.,88,Eastern Ky.,67
2025-01-04,Prairie View,73,Grambling,55
2025-01-04,Texas Southern,58,Southern U.,67
2025-01-04,UNLV,79,San Jose St.,73
2025-01-04,Tulane,92,UTSA,63
2025-01-04,Arizona St.,81,Colorado,61
2025-01-04,Oregon St.,81,San Diego,54
2025-01-04,New Orleans,64,UTRGV,76
2025-01-04,SFA,49,UIW,55
2025-01-04,Florida St.,90,Syracuse,74
2025-01-04,Florida A&M,55,Bethune-Cookman,62
2025-01-04,Air Force,65,Wyoming,70
2025-01-04,Liberty,73,Middle Tenn.,63
2025-01-04,Kansas City,90,Oral Roberts,67
2025-01-04,Alabama,107,Oklahoma,79
2025-01-04,CSUN,73,UC Davis,61
2025-01-04,Pittsburgh,83,Stanford,68
2025-01-04,Pacific,70,Pepperdine,87
2025-01-04,Longwood,83,Charleston So.,78
2025-01-04,Utah,65,Texas Tech,93
2025-01-04,Lamar University,63,Houston Christian,61
2025-01-04,Washington St.,91,San Francisco,82
2025-01-04,Central Mich.,55,Ohio,57
2025-01-04,Georgia St.,94,Louisiana,70
2025-01-04,Elon,70,Hampton,62
2025-01-04,Purdue Fort Wayne,90,Youngstown St.,81
2025-01-04,UNCW,77,Campbell,69
2025-01-04,Tarleton St.,77,UT Arlington,74
2025-01-04,Howard,100,Delaware St.,94
2025-01-04,Texas A&M,80,Texas,60
2025-01-04,Bradley,69,Missouri St.,60
2025-01-04,Southern California,74,Michigan,85
2025-01-04,South Dakota,91,Denver,84
2025-01-04,California Baptist,61,Seattle U,59
2025-01-04,Grand Canyon,82,Southern Utah,71
2025-01-04,Clemson,80,California,68
2025-01-04,LMU (CA),68,Gonzaga,96
2025-01-04,Cal St. Fullerton,51,UC San Diego,90
2025-01-04,UTEP,81,Sam Houston,72
2025-01-04,Utah St.,89,Fresno St.,83
2025-01-04,CSU Bakersfield,80,Long Beach St.,65
2025-01-04,UC Irvine,81,UC Riverside,57
2025-01-04,Portland,58,Saint Mary's (CA),81
2025-01-05,Hawaii,68,Cal Poly,55
2025-01-05,Penn St.,71,Indiana,77
2025-01-05,Loyola Maryland,80,Lehigh,74
2025-01-05,Mercyhurst,50,Central Conn. St.,62
2025-01-05,Wagner,59,FDU,71
2025-01-05,Boston U.,71,Army West Point,63
2025-01-05,East Carolina,76,Fla. Atlantic,78
2025-01-05,Brown,98,JWU (Providence),57
2025-01-05,Rider,79,Manhattan,80
2025-01-05,Sacred Heart,99,Canisius,82
2025-01-05,Harvard,71,Bowdoin,65
2025-01-05,LIU,53,Chicago St.,39
2025-01-05,Siena,73,Iona,74
2025-01-05,Navy,71,Lafayette,70
2025-01-05,Saint Francis,60,Stonehill,64
2025-01-05,Mount St. Mary's,68,Niagara,62
2025-01-05,American,75,Holy Cross,64
2025-01-05,UConn,87,Providence,84
2025-01-05,Bucknell,66,Colgate,60
2025-01-05,Purdue,79,Northwestern,61
2025-01-05,Cornell,123,Penn St.-Schuylkill,71
2025-01-05,Marist,69,Quinnipiac,62
2025-01-05,Drake,59,Murray St.,66
2025-01-05,Oregon,83,Maryland,79
